Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,HIGH-PILED STORAGE,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"HOT WORK OPERATIONS, JEWELER",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,"Jeweler, Jewelry Manufacturing",,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"HOT WORK OPERATIONS, ROOFER",Required Statement of Understanding for Hot Work - Roofer Permit Holders,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=1936,No License123 Description,no description,no description,"The permit holder must sign this document, indicating he or she has received, read, and anderstands the SFFD ""Fire Safety Rules and Practices for Roofing Operations"". The signature also confirms the proper materials have been provided to all persons under employ and ensures compliance to all permits, laws, and regulations. ",N/A,N/A,N/A,unknown,,Roofing Contractor,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"HOT WORK OPERATIONS, ROOFER",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,This permit allows ,,$330,,,,Roofing Contractor,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"HOT WORK OPERATIONS, ROOFER",Fire Safety Rules and Practices for Roofing Operations,http://38.106.4.187/Modules/ShowDocument.aspx?documentid=2102,No License123 Description,The purpose of this bulletin is to describe fire code requirements and safe roofing practices that pertain to various operations typically utilized by roofers in their work.,http://38.106.4.187/index.aspx?page=1150,"This document provides a detailed description of ""Fire Safety Rules and Practices for Roofing Operations"" and includes the Required Statement of Understanding for Hot Work - Roofer Permit Holders.",N/A,N/A,N/A,unknown,,Roofing Contractor,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,JUNK YARD / WRECKING YARD,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,Junk Dealer/Junkyard; Auto Wrecker,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"LIQUEFIED PETROLEUM GAS, MOBILE CATERER",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"LIQUEFIED PETROLEUM GAS, PORTABLE CYLINDERS",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"LIQUEFIED PETROLEUM GAS, STATIONARY TANK",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,MOTOR FUEL FACILITY,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"MOTOR FUEL FACILITY, SELF-SERVICE",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"OPEN FLAME, CANDLE, ASSEMBLY",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,Many,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"OPEN FLAME, STERNO, BAR-B-CUE",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,Many,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,Place of Assembly Permit,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,Businesses that intend to have more than 49 occupants on their premises must obtain a permit from the San Francisco Fire Department.,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,REFRIGERATION EQUIPMENT,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,$330,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,Tire Storage Permit,Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,SF mandates safe storage and disposal of tires,,,,,$330,,,,"Auto Manufacturing, Auto Mechanic, Brake & Tire Shop, Motorcycle Repair, Towing Company, Junk Dealer/Junkyard, Auto Wrecker",,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"VEHICLE REPAIR GARAGE, MAJOR",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,"VEHICLE REPAIR GARAGE, MINOR",Fire Permit Application,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=2738,No License123 Description,,,,,,,,,,,,,,
SF,SF Fire Department (SFFD),Bureau of Fire Prevention Permit Section,Special Events,Supplemental Application for Special Events,http://www.sf-fire.org/Modules/ShowDocument.aspx?documentid=1552,No License123 Description,no description,N/A,"This document provides pre-inspection supplemental information, regarding a special event. This information includes, but isn not limited to type of activity, description of activities, and contact persons.",N/A,N/A,N/A,unknown,,Any,,,,,
SF,SF Police Department (SFPD),Permit Section,Auto Wrecker,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows a business to buy second-hand automobiles or other vehicles for the exclusive purpose of wrecking.,$1343,N/A,N/A,unknown,,"Auto Mechanic, Auto Wrecker",,,,,
SF,SF Police Department (SFPD),Permit Section,Auto Wrecker,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,unknown,,"Auto Mechanic, Auto Wrecker",,,,,
SF,SF Police Department (SFPD),Permit Section,Balloon Advertising,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows you to use floating balloons or kites for the purpose of advertising.,$195,N/A,N/A,unknown,,Any,,,,,
SF,SF Police Department (SFPD),Permit Section,Balloon Advertising,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,unknown,,Any,,,,,
SF,SF Police Department (SFPD),Permit Section,Bingo,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows you conduct Bingo games in which prizes are awarded.,$519,N/A,N/A,unknown,,"Some, Bingo",,,,,
SF,SF Police Department (SFPD),Permit Section,Bingo,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,unknown,,"Some, Bingo",,,,,
SF,SF Police Department (SFPD),Permit Section,Charitable Solicitation sales,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit is used to regulate the sale of goods in public areas (streets and sidewalks), with the proceeds going to nonprofit organizations.",$132,N/A,N/A,unknown,,Any,,,,,
SF,SF Police Department (SFPD),Permit Section,Commercial Parking Lots & Parking Garages,Commercial Parking Lots & Parking Garages Application,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=26202,No License123 Description,no description,N/A,"New, renewal, or amendment application for having a commercial parking lot or parking garage.",Unknown,Unknown,Unknown,Unknown,,Parking Lots & Garages,,,,,
,SF Police Department (SFPD),Permit Section,Commercial Parking Lots & Parking Garages,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,no description,N/A,This permit allows operation of commercial parking lots and garages.,$1034,N/A,N/A,Unknown,,Parking Lots & Garages,,,,,
,SF Police Department (SFPD),Permit Section,Commercial Parking Lots & Parking Garages,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,no description,N/A,N/A,N/A,N/A,N/A,Unknown,,Parking Lots & Garages,,,,,
SF,SF Police Department (SFPD),Permit Section,Dealer in Firearms,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit allows the applicant to sell firearms, or devices designed to be used as a weapon or modified to be used as a weapon by expelling a projectile through combustion.",$1550,N/A,$397,Unknown,,Gun Shop,,,,,
SF,SF Police Department (SFPD),Permit Section,Dealer in Firearms,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Gun Shop,,,,,
SF,SF Police Department (SFPD),Permit Section,Discharge of Canon,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit application details what agencies need to be contact to gain permission to fire a canon.,$774,N/A,N/A,Unknown,,some ,,,,,
SF,SF Police Department (SFPD),Permit Section,Discharge of Canon,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,some ,,,,,
SF,SF Police Department (SFPD),Permit Section,Driverless Auto Rental,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,,$774,N/A,N/A,Unknown,,,,,,,
SF,SF Police Department (SFPD),Permit Section,Driverless Auto Rental,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,,,,,,
SF,SF Police Department (SFPD),Permit Section,Escort Service Employee,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows someone to charge for accompanying other persons to or about social affairs and any other public place or private quarters. ,$1249,N/A,N/A,Unknown,,Escort Service,,,,,
SF,SF Police Department (SFPD),Permit Section,Escort Service Employee,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Escort Service,,,,,
SF,SF Police Department (SFPD),Permit Section,Escort Service Owner,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit is for businesses that provide  services of accompanying other persons to or about social affairs and any other public place or private quarters. ,$507,N/A,N/A,Unknown,,Escort Service,,,,,
SF,SF Police Department (SFPD),Permit Section,Escort Service Owner,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Escort Service,,,,,
SF,SF Police Department (SFPD),Permit Section,Fortuneteller,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows to advertise or engage in fortunetelling with the object of charging for the service or seeking some sort of benefit or gain.,$325,N/A,N/A,Unknown,,"Fortuneteller, psychic",,,,,
SF,SF Police Department (SFPD),Permit Section,Fortuneteller,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Fortuneteller, psychic",,,,,
SF,SF Police Department (SFPD),Permit Section,Funeral Procession Escort,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit authorizes persons other than traffic officers or members of the Fire Department to direct traffic during a funeral procession.,$637,N/A,N/A,Unknown,,"Mortuary, Funeral Planner, Cemetary",,,,,
SF,SF Police Department (SFPD),Permit Section,Funeral Procession Escort,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Mortuary, Funeral Planner, Cemetary",,,,,
SF,SF Police Department (SFPD),Permit Section,Horse Drawn Vehicles,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit allows operatin of a horse -drawn vehicle business.,$1239,N/A,N/A,Unknown,,Taxi Company?,,,,,
SF,SF Police Department (SFPD),Permit Section,Horse Drawn Vehicles,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Taxi Company?,,,,,
SF,SF Police Department (SFPD),Permit Section,Junk Dealer,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit uis for anyone who collects, buys, sells, or disposes of junk. Recyclers and recycling centers are excluded.",$1637,N/A,N/A,Unknown,,Junk Dealer/Junkyard,,,,,
SF,SF Police Department (SFPD),Permit Section,Junk Dealer,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Junk Dealer/Junkyard,,,,,
SF,SF Police Department (SFPD),Permit Section,Junk Gather Resident and Non Resident,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit uis for anyone who collects, buys, sells, or disposes of junk. Recyclers and recycling centers are excluded.",unknown,N/A,N/A,Unknown,,Junk Dealer/Junkyard,,,,,
SF,SF Police Department (SFPD),Permit Section,Junk Gather Resident and Non Resident,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Junk Dealer/Junkyard,,,,,
SF,SF Police Department (SFPD),Permit Section,Licensed Tour Guide,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit authorizes persons to charge for guiding or escorting people through or about San Francisco.,on permit fee chart,N/A,N/A,Unknown,,"Travel Company, Tour Company",,,,,
SF,SF Police Department (SFPD),Permit Section,Licensed Tour Guide,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Travel Company, Tour Company",,,,,
SF,SF Police Department (SFPD),Permit Section,Pawn Broker,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit is for any person or business which loans money, using deposited personal property as security for the repayment of the loan.",on permit fee chart,N/A,N/A,Unknown,,Pawn Shop,,,,,
SF,SF Police Department (SFPD),Permit Section,Pawn Broker,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Pawn Shop,,,,,
SF,SF Police Department (SFPD),Permit Section,Peddler (non food),San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit is for any person wishing to sell or peddle non-food goods in a public place.,on permit fee chart,N/A,N/A,Unknown,,Some,,,,,
SF,SF Police Department (SFPD),Permit Section,Peddler (non food),San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Some,,,,,
SF,SF Police Department (SFPD),Permit Section,Mobile Caterer,"SFPD Mobile Caterer, Pedicab Operator, Tow Car Operator,  and Masseuse/Masseur Form",http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14172,No License123 Description,No description,N/A,N/A,unknown,N/A,N/A,Unknown,,"Food Truck, Caterer",,,,,
SF,SF Police Department (SFPD),Permit Section,Mobile Caterer,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit is to operate a food truck, or other mobile set-up that prepares or serves food.",unknown,N/A,N/A,Unknown,,"Food Truck, Caterer",,,,,
SF,SF Police Department (SFPD),Permit Section,Mobile Caterer,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Food Truck, Caterer",,,,,
SF,SF Police Department (SFPD),Permit Section,Tow Car Operator,"SFPD Mobile Caterer, Pedicab Operator, Tow Car Operator,  and Masseuse/Masseur Form",http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14172,No License123 Description,No description,N/A,N/A,unknown,N/A,N/A,Unknown,,Towing Company,,,,,
SF,SF Police Department (SFPD),Permit Section,Tow Car Operator,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permits a business that tows autombiles, to operate in San Francisco.",unknown,N/A,N/A,Unknown,,Towing Company,,,,,
SF,SF Police Department (SFPD),Permit Section,Tow Car Operator,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Towing Company,,,,,
SF,SF Police Department (SFPD),Permit Section,Masseuse/Masseur ,"SFPD Mobile Caterer, Pedicab Operator, Tow Car Operator,  and Masseuse/Masseur Form",http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14172,No License123 Description,No description,N/A,N/A,unknown,N/A,N/A,Unknown,,"Beauty Salon and Spa, Massage Establishment",,,,,
SF,SF Police Department (SFPD),Permit Section,Masseuse/Masseur ,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,THis permit allows a person to charge for massage services.,unknown,N/A,N/A,Unknown,,"Beauty Salon and Spa, Massage Establishment",,,,,
SF,SF Police Department (SFPD),Permit Section,Masseuse/Masseur ,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Beauty Salon and Spa, Massage Establishment",,,,,
SF,SF Police Department (SFPD),Permit Section,Pedicab Operators & Owners,"SFPD Mobile Caterer, Pedicab Operator, Tow Car Operator,  and Masseuse/Masseur Form",http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14172,No License123 Description,No description,N/A,N/A,unknown,N/A,N/A,Unknown,,Pedicab,,,,,
SF,SF Police Department (SFPD),Permit Section,Pedicab Operators & Owners,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit allows operators and owners of manually propelled, chain or belt driven devices to charge passengers for transportation.",unknown,N/A,N/A,Unknown,,Pedicab,,,,,
SF,SF Police Department (SFPD),Permit Section,Pedicab Operators & Owners,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Pedicab,,,,,
SF,SF Police Department (SFPD),Permit Section,Public Bath House,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit is for operation of a public or private area that furnishes steam or other baths, excluding ordinary tub baths where an attendant is not present.",on permit fee chart,N/A,N/A,Unknown,,Bath House,,,,,
SF,SF Police Department (SFPD),Permit Section,Public Bath House,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Bath House,,,,,
SF,SF Police Department (SFPD),Permit Section,Secondhand Dealers,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,"This permit allows buying, selling, or otherwise dealing in secondhand goods, excluding antiques. ",on permit fee chart,N/A,N/A,Unknown,,"Junk Dealer/Junkyard, Jeweler, Auto Wrecker",,,,,
SF,SF Police Department (SFPD),Permit Section,Secondhand Dealers,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,"Junk Dealer/Junkyard, Jeweler, Auto Wrecker",,,,,
SF,SF Police Department (SFPD),Permit Section,Street Photographer,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,Photographers wishing to take photos in public places must receive clearance from the San Francisco Police Department Permits Unit.,No description,N/A,This permit is necessary for photographers wishing to take photos in public places.,on permit fee chart,N/A,N/A,Unknown,,Photography,,,,,
SF,SF Police Department (SFPD),Permit Section,Street Photographer,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,Photographers wishing to take photos in public places must receive clearance from the San Francisco Police Department Permits Unit.,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Photography,,,,,
SF,SF Police Department (SFPD),Permit Section,Antique Shop Permit,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,San Francisco requires sellers of antiques to obtain a permit from the police department. Background checks are part of the SFPD application process.,No description,N/A,"This permit allows buying, selling, or otherwise dealing in antique goods. ",unknown,N/A,N/A,Unknown,,Antique Shop,,,,,
SF,SF Police Department (SFPD),Permit Section,Antique Shop Permit,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,San Francisco requires sellers of antiques to obtain a permit from the police department. Background checks are part of the SFPD application process.,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Antique Shop,,,,,
SF,Sf Police Department (SFPD),Permit Section,Limo SFPD License,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,All limo and shuttle operations must be licensed through the San Francisco Police Department.,No description,N/A,This permit allows limousine and shuttle services to operate in San Francisco.,unknown,N/A,N/A,Unknown,,Limousine Service,,,,,
SF,Sf Police Department (SFPD),Permit Section,Limo SFPD License,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,All limo and shuttle operations must be licensed through the San Francisco Police Department.,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Limousine Service,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Annual Special Event SFPD License,VALET PARKING FIXED LOCATION AND ANNUAL SPECIAL EVENT INSURANCE REQUIREMENTS,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14174,The city uses permitting to ensure valet parking doesn't interfere with traffic flow and other businesses. This license is for temporary or special events.,No description,No description,"This form explains, certifies, and endorses the insurance requirements for valet parking fixed location and annual special events.",Unknown,Unknown,Unknown,Unknown,,Valet Parking,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Annual Special Event SFPD License,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit is required for any valet parking operator who performs parking services at locations that are not fixed or regularly scheduled. This includes special events.,on permit fee chart,N/A,N/A,Unknown,,Valet Parking,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Annual Special Event SFPD License,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Valet Parking,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Permit,VALET PARKING FIXED LOCATION AND ANNUAL SPECIAL EVENT INSURANCE REQUIREMENTS,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14174,The city uses permitting to ensure valet parking doesn't interfere with traffic flow and other businesses.,No description,No description,"This form explains, certifies, and endorses the insurance requirements for valet parking fixed location and annual special events.",Unknown,Unknown,Unknown,Unknown,,Valet Parking,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Permit,San Francisco Police Department Permit Application,http://www.sf-police.org/modules/ShowDocument.aspx?documentid=14594,No License123 Description,No description,N/A,This permit is required for any valet parking operator who performs parking services at a restaurant or any place that regularly uses valet services. ,on permit fee chart,N/A,N/A,Unknown,,Valet Parking,,,,,
SF,Sf Police Department (SFPD),Permit Section,Valet Parking Permit,San Francisco Police Department Letter of Intent Form,http://www.sf-police.org/Modules/ShowDocument.aspx?documentid=14178,No License123 Description,No description,N/A,N/A,N/A,N/A,N/A,Unknown,,Valet Parking,,,,,
SF,Treasurer and Tax Collector's Office (TTX),,Business Registration Certificate ,Business Registration Certificate Application,http://sftreasurer.org/sites/sftreasurer.org/files/migrated/FileCenter/Documents/Business_Zone/RGconsolidatedapp..pdf,"For taxation and sometimes zoning purposes, businesses must obtain a license. Possessing a business license does not guarantee all required legal compliance if other federal, state, county or city licenses and permits are required to operate. Anyone wishing to do business in San Francisco must obtain registration certification to do so. ","Every person or entity doing business in the City and County of San Francisco must possess a valid Business Registration Certificate from the Office of the Treasurer & Tax Collector, as stated in Article 12A of the San Francisco Business and Tax Regulations Code. This code also applies to businesses located outside of San Francisco that perform business transactions or services in San Francisco.",http://www.sftreasurer.org/index.aspx?page=22,All new businesses must complete this form to receive the required Business Registration Certificate.,varies,varies,varies ,unknown,,All,,,,,
SF,Treasurer and Tax Collector's Office (TTX),Business Tax Section,CERTIFICATE OF AUTHORITY (COA) APPLICATION TO COLLECT TRANSIENT OCCUPANCY TAX,CERTIFICATE OF AUTHORITY (COA) APPLICATION TO COLLECT TRANSIENT OCCUPANCY TAX,http://sftreasurer.org/sites/sftreasurer.org/files/migrated/ftp/uploadedfiles/tax/business_zone/HotelCertificateofAuthorityApplication.pdf,No License123 Description,No description,,,,,,,,,,,,,
CA,Board of Equalization,,Seller's Permit,California Seller's Permit,http://www.boe.ca.gov/elecsrv/esrvcont.htm,CA tracks sales tax revenue by requiring businesses selling tangible products to register for a sellers permit,You must obtain a seller's permit if you are engaged in business in CA and intend to sell or lease tangible personal property that would ordinarily be subject to sales tax if sold at retail.,http://www.boe.ca.gov/elecsrv/esrvcont.htm,This permit is required to sell or lease tangible personal property in the State of California.,None,None,None,,,All,,,,"No online form, must register via this link",
CA,Board of Equalization,,Tobacco Retail Sales Permit,,,San Francisco regulates the sale of tobacco and requires all sellers to hold a permit.,,,,,,,,,,,,,,
CA,Bureau for Private Postsecondary Education,,Application for Approval to Operate an Accredited Institution,,,License123 Description Unavailable,,,,,,,,,,,,,,
CA,Bureau for Private Postsecondary Education,,Application for Approval to Operate for an Institution Non Accredited,,,License123 Description Unavailable,,,,,,,,,,,,,,
